,TEAM_NAME,GAME_DATE,GAME_ID,tweet_since,tweet_until
39994,Dallas Mavericks,2014-04-01,21301112,2014-03-29,2014-03-31
39995,Brooklyn Nets,2014-04-01,21301111,2014-03-29,2014-03-31
39996,Los Angeles Lakers,2014-04-01,21301113,2014-03-29,2014-03-31
39997,Golden State Warriors,2014-04-01,21301112,2014-03-29,2014-03-31
39998,Denver Nuggets,2014-03-31,21301109,2014-03-28,2014-03-30
39999,Milwaukee Bucks,2014-03-31,21301104,2014-03-28,2014-03-30
40000,Miami Heat,2014-03-31,21301105,2014-03-28,2014-03-30
40001,Detroit Pistons,2014-03-31,21301104,2014-03-28,2014-03-30
40002,Toronto Raptors,2014-03-31,21301105,2014-03-28,2014-03-30
40003,Utah Jazz,2014-03-31,21301110,2014-03-28,2014-03-30
40004,San Antonio Spurs,2014-03-31,21301102,2014-03-28,2014-03-30
40005,Minnesota Timberwolves,2014-03-31,21301107,2014-03-28,2014-03-30
40006,Philadelphia 76ers,2014-03-31,21301103,2014-03-28,2014-03-30
40007,New York Knicks,2014-03-31,21301110,2014-03-28,2014-03-30
40008,Atlanta Hawks,2014-03-31,21301103,2014-03-28,2014-03-30
40009,Memphis Grizzlies,2014-03-31,21301109,2014-03-28,2014-03-30
40010,New Orleans Pelicans,2014-03-31,21301108,2014-03-28,2014-03-30
40011,Chicago Bulls,2014-03-31,21301106,2014-03-28,2014-03-30
40012,Charlotte Bobcats,2014-03-31,21301101,2014-03-28,2014-03-30
40013,Sacramento Kings,2014-03-31,21301108,2014-03-28,2014-03-30
40014,Washington Wizards,2014-03-31,21301101,2014-03-28,2014-03-30
40015,Boston Celtics,2014-03-31,21301106,2014-03-28,2014-03-30
40016,Indiana Pacers,2014-03-31,21301102,2014-03-28,2014-03-30
40017,Los Angeles Clippers,2014-03-31,21301107,2014-03-28,2014-03-30
40018,Orlando Magic,2014-03-30,21301096,2014-03-27,2014-03-29
40019,Brooklyn Nets,2014-03-30,21301095,2014-03-27,2014-03-29
40020,Golden State Warriors,2014-03-30,21301098,2014-03-27,2014-03-29
40021,Boston Celtics,2014-03-30,21301097,2014-03-27,2014-03-29
40022,Toronto Raptors,2014-03-30,21301096,2014-03-27,2014-03-29
40023,Chicago Bulls,2014-03-30,21301097,2014-03-27,2014-03-29
40024,New York Knicks,2014-03-30,21301098,2014-03-27,2014-03-29
40025,Indiana Pacers,2014-03-30,21301094,2014-03-27,2014-03-29
40026,Minnesota Timberwolves,2014-03-30,21301095,2014-03-27,2014-03-29
40027,Oklahoma City Thunder,2014-03-30,21301093,2014-03-27,2014-03-29
40028,Phoenix Suns,2014-03-30,21301100,2014-03-27,2014-03-29
40029,Portland Trail Blazers,2014-03-30,21301099,2014-03-27,2014-03-29
40030,Utah Jazz,2014-03-30,21301093,2014-03-27,2014-03-29
40031,Los Angeles Lakers,2014-03-30,21301100,2014-03-27,2014-03-29
40032,Memphis Grizzlies,2014-03-30,21301099,2014-03-27,2014-03-29
40033,Cleveland Cavaliers,2014-03-30,21301094,2014-03-27,2014-03-29
40034,Milwaukee Bucks,2014-03-29,21301091,2014-03-26,2014-03-28
40035,New Orleans Pelicans,2014-03-29,21301092,2014-03-26,2014-03-28
40036,Philadelphia 76ers,2014-03-29,21301087,2014-03-26,2014-03-28
40037,Atlanta Hawks,2014-03-29,21301089,2014-03-26,2014-03-28
40038,Detroit Pistons,2014-03-29,21301087,2014-03-26,2014-03-28
40039,Sacramento Kings,2014-03-29,21301090,2014-03-26,2014-03-28
40040,Miami Heat,2014-03-29,21301091,2014-03-26,2014-03-28
40041,San Antonio Spurs,2014-03-29,21301092,2014-03-26,2014-03-28
40042,Dallas Mavericks,2014-03-29,21301090,2014-03-26,2014-03-28
40043,Houston Rockets,2014-03-29,21301088,2014-03-26,2014-03-28
40044,Los Angeles Clippers,2014-03-29,21301088,2014-03-26,2014-03-28
40045,Washington Wizards,2014-03-29,21301089,2014-03-26,2014-03-28
40046,Boston Celtics,2014-03-28,21301076,2014-03-25,2014-03-27
40047,New Orleans Pelicans,2014-03-28,21301082,2014-03-25,2014-03-27
40048,New York Knicks,2014-03-28,21301085,2014-03-25,2014-03-27
40049,San Antonio Spurs,2014-03-28,21301084,2014-03-25,2014-03-27
40050,Utah Jazz,2014-03-28,21301082,2014-03-25,2014-03-27
40051,Miami Heat,2014-03-28,21301079,2014-03-25,2014-03-27
40052,Memphis Grizzlies,2014-03-28,21301086,2014-03-25,2014-03-27
40053,Minnesota Timberwolves,2014-03-28,21301081,2014-03-25,2014-03-27
40054,Denver Nuggets,2014-03-28,21301084,2014-03-25,2014-03-27
40055,Detroit Pistons,2014-03-28,21301079,2014-03-25,2014-03-27
40056,Los Angeles Lakers,2014-03-28,21301081,2014-03-25,2014-03-27
40057,Toronto Raptors,2014-03-28,21301076,2014-03-25,2014-03-27
40058,Portland Trail Blazers,2014-03-28,21301080,2014-03-25,2014-03-27
40059,Golden State Warriors,2014-03-28,21301086,2014-03-25,2014-03-27
40060,Washington Wizards,2014-03-28,21301077,2014-03-25,2014-03-27
40061,Chicago Bulls,2014-03-28,21301080,2014-03-25,2014-03-27
40062,Brooklyn Nets,2014-03-28,21301078,2014-03-25,2014-03-27
40063,Cleveland Cavaliers,2014-03-28,21301078,2014-03-25,2014-03-27
40064,Phoenix Suns,2014-03-28,21301085,2014-03-25,2014-03-27
40065,Indiana Pacers,2014-03-28,21301077,2014-03-25,2014-03-27
40066,Sacramento Kings,2014-03-28,21301083,2014-03-25,2014-03-27
40067,Oklahoma City Thunder,2014-03-28,21301083,2014-03-25,2014-03-27
40068,Charlotte Bobcats,2014-03-28,21301075,2014-03-25,2014-03-27
40069,Orlando Magic,2014-03-28,21301075,2014-03-25,2014-03-27
40070,Los Angeles Lakers,2014-03-27,21301073,2014-03-24,2014-03-26
40071,Milwaukee Bucks,2014-03-27,21301073,2014-03-24,2014-03-26
40072,Houston Rockets,2014-03-27,21301072,2014-03-24,2014-03-26
40073,Los Angeles Clippers,2014-03-27,21301074,2014-03-24,2014-03-26
40074,Atlanta Hawks,2014-03-27,21301071,2014-03-24,2014-03-26
40075,Philadelphia 76ers,2014-03-27,21301072,2014-03-24,2014-03-26
40076,Dallas Mavericks,2014-03-27,21301074,2014-03-24,2014-03-26
40077,Portland Trail Blazers,2014-03-27,21301071,2014-03-24,2014-03-26
40078,Atlanta Hawks,2014-03-26,21301065,2014-03-23,2014-03-25
40079,Minnesota Timberwolves,2014-03-26,21301065,2014-03-23,2014-03-25
40080,Phoenix Suns,2014-03-26,21301062,2014-03-23,2014-03-25
40081,Charlotte Bobcats,2014-03-26,21301061,2014-03-23,2014-03-25
40082,New York Knicks,2014-03-26,21301069,2014-03-23,2014-03-25
40083,San Antonio Spurs,2014-03-26,21301068,2014-03-23,2014-03-25
40084,Utah Jazz,2014-03-26,21301070,2014-03-23,2014-03-25
40085,Memphis Grizzlies,2014-03-26,21301070,2014-03-23,2014-03-25
40086,Boston Celtics,2014-03-26,21301063,2014-03-23,2014-03-25
40087,Toronto Raptors,2014-03-26,21301063,2014-03-23,2014-03-25
40088,Brooklyn Nets,2014-03-26,21301061,2014-03-23,2014-03-25
40089,Washington Wizards,2014-03-26,21301062,2014-03-23,2014-03-25
40090,Miami Heat,2014-03-26,21301067,2014-03-23,2014-03-25
40091,Detroit Pistons,2014-03-26,21301064,2014-03-23,2014-03-25
40092,Cleveland Cavaliers,2014-03-26,21301064,2014-03-23,2014-03-25
40093,Indiana Pacers,2014-03-26,21301067,2014-03-23,2014-03-25
40094,Denver Nuggets,2014-03-26,21301068,2014-03-23,2014-03-25
40095,Sacramento Kings,2014-03-26,21301069,2014-03-23,2014-03-25
40096,Los Angeles Clippers,2014-03-26,21301066,2014-03-23,2014-03-25
40097,New Orleans Pelicans,2014-03-26,21301066,2014-03-23,2014-03-25
40098,Dallas Mavericks,2014-03-25,21301059,2014-03-22,2014-03-24
40099,New York Knicks,2014-03-25,21301060,2014-03-22,2014-03-24
40100,Portland Trail Blazers,2014-03-25,21301058,2014-03-22,2014-03-24
40101,Toronto Raptors,2014-03-25,21301057,2014-03-22,2014-03-24
40102,Orlando Magic,2014-03-25,21301058,2014-03-22,2014-03-24
40103,Cleveland Cavaliers,2014-03-25,21301057,2014-03-22,2014-03-24
40104,Los Angeles Lakers,2014-03-25,21301060,2014-03-22,2014-03-24
40105,Oklahoma City Thunder,2014-03-25,21301059,2014-03-22,2014-03-24
40106,Los Angeles Clippers,2014-03-24,21301056,2014-03-21,2014-03-23
40107,Portland Trail Blazers,2014-03-24,21301049,2014-03-21,2014-03-23
40108,Phoenix Suns,2014-03-24,21301048,2014-03-21,2014-03-23
40109,Chicago Bulls,2014-03-24,21301050,2014-03-21,2014-03-23
40110,Houston Rockets,2014-03-24,21301047,2014-03-21,2014-03-23
40111,Miami Heat,2014-03-24,21301049,2014-03-21,2014-03-23
40112,New Orleans Pelicans,2014-03-24,21301052,2014-03-21,2014-03-23
40113,Minnesota Timberwolves,2014-03-24,21301051,2014-03-21,2014-03-23
40114,Brooklyn Nets,2014-03-24,21301052,2014-03-21,2014-03-23
40115,San Antonio Spurs,2014-03-24,21301054,2014-03-21,2014-03-23
40116,Utah Jazz,2014-03-24,21301055,2014-03-21,2014-03-23
40117,Atlanta Hawks,2014-03-24,21301048,2014-03-21,2014-03-23
40118,Indiana Pacers,2014-03-24,21301050,2014-03-21,2014-03-23
40119,Denver Nuggets,2014-03-24,21301053,2014-03-21,2014-03-23
40120,Oklahoma City Thunder,2014-03-24,21301053,2014-03-21,2014-03-23
40121,Detroit Pistons,2014-03-24,21301055,2014-03-21,2014-03-23
40122,Charlotte Bobcats,2014-03-24,21301047,2014-03-21,2014-03-23
40123,Philadelphia 76ers,2014-03-24,21301054,2014-03-21,2014-03-23
40124,Memphis Grizzlies,2014-03-24,21301051,2014-03-21,2014-03-23
40125,Milwaukee Bucks,2014-03-24,21301056,2014-03-21,2014-03-23
40126,Atlanta Hawks,2014-03-23,21301040,2014-03-20,2014-03-22
40127,Orlando Magic,2014-03-23,21301046,2014-03-20,2014-03-22
40128,Brooklyn Nets,2014-03-23,21301044,2014-03-20,2014-03-22
40129,Denver Nuggets,2014-03-23,21301042,2014-03-20,2014-03-22
40130,Minnesota Timberwolves,2014-03-23,21301041,2014-03-20,2014-03-22
40131,Cleveland Cavaliers,2014-03-23,21301045,2014-03-20,2014-03-22
40132,Toronto Raptors,2014-03-23,21301040,2014-03-20,2014-03-22
40133,New York Knicks,2014-03-23,21301045,2014-03-20,2014-03-22
40134,Sacramento Kings,2014-03-23,21301043,2014-03-20,2014-03-22
40135,Milwaukee Bucks,2014-03-23,21301043,2014-03-20,2014-03-22
40136,Phoenix Suns,2014-03-23,21301041,2014-03-20,2014-03-22
40137,Washington Wizards,2014-03-23,21301042,2014-03-20,2014-03-22
40138,Dallas Mavericks,2014-03-23,21301044,2014-03-20,2014-03-22
40139,Los Angeles Lakers,2014-03-23,21301046,2014-03-20,2014-03-22
40140,Houston Rockets,2014-03-22,21301033,2014-03-19,2014-03-21
40141,Chicago Bulls,2014-03-22,21301034,2014-03-19,2014-03-21
40142,Orlando Magic,2014-03-22,21301037,2014-03-19,2014-03-21
40143,New Orleans Pelicans,2014-03-22,21301036,2014-03-19,2014-03-21
40144,Utah Jazz,2014-03-22,21301037,2014-03-19,2014-03-21
40145,Memphis Grizzlies,2014-03-22,21301035,2014-03-19,2014-03-21
40146,Indiana Pacers,2014-03-22,21301035,2014-03-19,2014-03-21
40147,Los Angeles Clippers,2014-03-22,21301039,2014-03-19,2014-03-21
40148,Cleveland Cavaliers,2014-03-22,21301033,2014-03-19,2014-03-21
40149,Miami Heat,2014-03-22,21301036,2014-03-19,2014-03-21
40150,Philadelphia 76ers,2014-03-22,21301034,2014-03-19,2014-03-21
40151,Charlotte Bobcats,2014-03-22,21301032,2014-03-19,2014-03-21
40152,Golden State Warriors,2014-03-22,21301038,2014-03-19,2014-03-21
40153,Detroit Pistons,2014-03-22,21301039,2014-03-19,2014-03-21
40154,Portland Trail Blazers,2014-03-22,21301032,2014-03-19,2014-03-21
40155,San Antonio Spurs,2014-03-22,21301038,2014-03-19,2014-03-21
40156,Chicago Bulls,2014-03-21,21301022,2014-03-18,2014-03-20
40157,Toronto Raptors,2014-03-21,21301024,2014-03-18,2014-03-20
40158,Miami Heat,2014-03-21,21301027,2014-03-18,2014-03-20
40159,Oklahoma City Thunder,2014-03-21,21301024,2014-03-18,2014-03-20
40160,Brooklyn Nets,2014-03-21,21301026,2014-03-18,2014-03-20
40161,New Orleans Pelicans,2014-03-21,21301025,2014-03-18,2014-03-20
40162,Dallas Mavericks,2014-03-21,21301028,2014-03-18,2014-03-20
40163,Detroit Pistons,2014-03-21,21301029,2014-03-18,2014-03-20
40164,Sacramento Kings,2014-03-21,21301030,2014-03-18,2014-03-20
40165,New York Knicks,2014-03-21,21301023,2014-03-18,2014-03-20
40166,Phoenix Suns,2014-03-21,21301029,2014-03-18,2014-03-20
40167,San Antonio Spurs,2014-03-21,21301030,2014-03-18,2014-03-20
40168,Los Angeles Lakers,2014-03-21,21301031,2014-03-18,2014-03-20
40169,Washington Wizards,2014-03-21,21301031,2014-03-18,2014-03-20
40170,Boston Celtics,2014-03-21,21301026,2014-03-18,2014-03-20
40171,Memphis Grizzlies,2014-03-21,21301027,2014-03-18,2014-03-20
40172,Philadelphia 76ers,2014-03-21,21301023,2014-03-18,2014-03-20
40173,Atlanta Hawks,2014-03-21,21301025,2014-03-18,2014-03-20
40174,Indiana Pacers,2014-03-21,21301022,2014-03-18,2014-03-20
40175,Denver Nuggets,2014-03-21,21301028,2014-03-18,2014-03-20
40176,Oklahoma City Thunder,2014-03-20,21301018,2014-03-17,2014-03-19
40177,Cleveland Cavaliers,2014-03-20,21301018,2014-03-17,2014-03-19
40178,Milwaukee Bucks,2014-03-20,21301021,2014-03-17,2014-03-19
40179,Minnesota Timberwolves,2014-03-20,21301019,2014-03-17,2014-03-19
40180,Houston Rockets,2014-03-20,21301019,2014-03-17,2014-03-19
40181,Portland Trail Blazers,2014-03-20,21301020,2014-03-17,2014-03-19
40182,Washington Wizards,2014-03-20,21301020,2014-03-17,2014-03-19
40183,Golden State Warriors,2014-03-20,21301021,2014-03-17,2014-03-19
40184,Miami Heat,2014-03-19,21301009,2014-03-16,2014-03-18
40185,Phoenix Suns,2014-03-19,21301016,2014-03-16,2014-03-18
40186,Los Angeles Lakers,2014-03-19,21301017,2014-03-16,2014-03-18
40187,Detroit Pistons,2014-03-19,21301015,2014-03-16,2014-03-18
40188,Dallas Mavericks,2014-03-19,21301014,2014-03-16,2014-03-18
40189,Memphis Grizzlies,2014-03-19,21301011,2014-03-16,2014-03-18
40190,Orlando Magic,2014-03-19,21301016,2014-03-16,2014-03-18
40191,Toronto Raptors,2014-03-19,21301012,2014-03-16,2014-03-18
40192,Chicago Bulls,2014-03-19,21301008,2014-03-16,2014-03-18
40193,Boston Celtics,2014-03-19,21301009,2014-03-16,2014-03-18
40194,Philadelphia 76ers,2014-03-19,21301008,2014-03-16,2014-03-18
40195,Utah Jazz,2014-03-19,21301011,2014-03-16,2014-03-18
40196,Indiana Pacers,2014-03-19,21301013,2014-03-16,2014-03-18
40197,New York Knicks,2014-03-19,21301013,2014-03-16,2014-03-18
40198,Brooklyn Nets,2014-03-19,21301010,2014-03-16,2014-03-18
40199,Minnesota Timberwolves,2014-03-19,21301014,2014-03-16,2014-03-18
40200,Denver Nuggets,2014-03-19,21301015,2014-03-16,2014-03-18
40201,Charlotte Bobcats,2014-03-19,21301010,2014-03-16,2014-03-18
40202,San Antonio Spurs,2014-03-19,21301017,2014-03-16,2014-03-18
40203,New Orleans Pelicans,2014-03-19,21301012,2014-03-16,2014-03-18
40204,Atlanta Hawks,2014-03-18,21301004,2014-03-15,2014-03-17
40205,Miami Heat,2014-03-18,21301003,2014-03-15,2014-03-17
40206,Orlando Magic,2014-03-18,21301007,2014-03-15,2014-03-17
40207,Sacramento Kings,2014-03-18,21301006,2014-03-15,2014-03-17
40208,Portland Trail Blazers,2014-03-18,21301005,2014-03-15,2014-03-17
40209,Toronto Raptors,2014-03-18,21301004,2014-03-15,2014-03-17
40210,Milwaukee Bucks,2014-03-18,21301005,2014-03-15,2014-03-17
40211,Washington Wizards,2014-03-18,21301006,2014-03-15,2014-03-17
40212,Golden State Warriors,2014-03-18,21301007,2014-03-15,2014-03-17
40213,Cleveland Cavaliers,2014-03-18,21301003,2014-03-15,2014-03-17
40214,Philadelphia 76ers,2014-03-17,21300997,2014-03-14,2014-03-16
40215,Boston Celtics,2014-03-17,21301001,2014-03-14,2014-03-16
40216,Indiana Pacers,2014-03-17,21300997,2014-03-14,2014-03-16
40217,Atlanta Hawks,2014-03-17,21300996,2014-03-14,2014-03-16
40218,Charlotte Bobcats,2014-03-17,21300996,2014-03-14,2014-03-16
40219,Los Angeles Clippers,2014-03-17,21301002,2014-03-14,2014-03-16
40220,Oklahoma City Thunder,2014-03-17,21300999,2014-03-14,2014-03-16
40221,Phoenix Suns,2014-03-17,21300998,2014-03-14,2014-03-16
40222,Chicago Bulls,2014-03-17,21300999,2014-03-14,2014-03-16
40223,Denver Nuggets,2014-03-17,21301002,2014-03-14,2014-03-16
40224,Dallas Mavericks,2014-03-17,21301001,2014-03-14,2014-03-16
40225,Brooklyn Nets,2014-03-17,21300998,2014-03-14,2014-03-16
40226,Utah Jazz,2014-03-17,21301000,2014-03-14,2014-03-16
40227,Houston Rockets,2014-03-17,21301000,2014-03-14,2014-03-16
40228,Charlotte Bobcats,2014-03-16,21300987,2014-03-13,2014-03-15
40229,Dallas Mavericks,2014-03-16,21300992,2014-03-13,2014-03-15
40230,Minnesota Timberwolves,2014-03-16,21300991,2014-03-13,2014-03-15
40231,Utah Jazz,2014-03-16,21300993,2014-03-13,2014-03-15
40232,Toronto Raptors,2014-03-16,21300988,2014-03-13,2014-03-15
40233,Portland Trail Blazers,2014-03-16,21300994,2014-03-13,2014-03-15
40234,Los Angeles Clippers,2014-03-16,21300995,2014-03-13,2014-03-15
40235,Boston Celtics,2014-03-16,21300990,2014-03-13,2014-03-15
40236,Golden State Warriors,2014-03-16,21300994,2014-03-13,2014-03-15
40237,Sacramento Kings,2014-03-16,21300991,2014-03-13,2014-03-15
40238,Cleveland Cavaliers,2014-03-16,21300995,2014-03-13,2014-03-15
40239,New Orleans Pelicans,2014-03-16,21300990,2014-03-13,2014-03-15
40240,Oklahoma City Thunder,2014-03-16,21300992,2014-03-13,2014-03-15
40241,Milwaukee Bucks,2014-03-16,21300987,2014-03-13,2014-03-15
40242,Phoenix Suns,2014-03-16,21300988,2014-03-13,2014-03-15
40243,Miami Heat,2014-03-16,21300989,2014-03-13,2014-03-15
40244,San Antonio Spurs,2014-03-16,21300993,2014-03-13,2014-03-15
40245,Houston Rockets,2014-03-16,21300989,2014-03-13,2014-03-15
40246,New York Knicks,2014-03-15,21300981,2014-03-12,2014-03-14
40247,Memphis Grizzlies,2014-03-15,21300985,2014-03-12,2014-03-14
40248,Washington Wizards,2014-03-15,21300982,2014-03-12,2014-03-14
40249,Denver Nuggets,2014-03-15,21300983,2014-03-12,2014-03-14
40250,Atlanta Hawks,2014-03-15,21300983,2014-03-12,2014-03-14
40251,Milwaukee Bucks,2014-03-15,21300981,2014-03-12,2014-03-14
40252,Detroit Pistons,2014-03-15,21300984,2014-03-12,2014-03-14
40253,Chicago Bulls,2014-03-15,21300986,2014-03-12,2014-03-14
40254,Philadelphia 76ers,2014-03-15,21300985,2014-03-12,2014-03-14
40255,Indiana Pacers,2014-03-15,21300984,2014-03-12,2014-03-14
40256,Sacramento Kings,2014-03-15,21300986,2014-03-12,2014-03-14
40257,Brooklyn Nets,2014-03-15,21300982,2014-03-12,2014-03-14
40258,Utah Jazz,2014-03-14,21300979,2014-03-11,2014-03-13
40259,Minnesota Timberwolves,2014-03-14,21300971,2014-03-11,2014-03-13
40260,Miami Heat,2014-03-14,21300976,2014-03-11,2014-03-13
40261,Phoenix Suns,2014-03-14,21300975,2014-03-11,2014-03-13
40262,Boston Celtics,2014-03-14,21300975,2014-03-11,2014-03-13
40263,Cleveland Cavaliers,2014-03-14,21300980,2014-03-11,2014-03-13
40264,Memphis Grizzlies,2014-03-14,21300974,2014-03-11,2014-03-13
40265,Charlotte Bobcats,2014-03-14,21300971,2014-03-11,2014-03-13
40266,Los Angeles Clippers,2014-03-14,21300979,2014-03-11,2014-03-13
40267,Golden State Warriors,2014-03-14,21300980,2014-03-11,2014-03-13
40268,Portland Trail Blazers,2014-03-14,21300977,2014-03-11,2014-03-13
40269,Philadelphia 76ers,2014-03-14,21300973,2014-03-11,2014-03-13
40270,Washington Wizards,2014-03-14,21300972,2014-03-11,2014-03-13
40271,San Antonio Spurs,2014-03-14,21300978,2014-03-11,2014-03-13
40272,New Orleans Pelicans,2014-03-14,21300977,2014-03-11,2014-03-13
40273,Denver Nuggets,2014-03-14,21300976,2014-03-11,2014-03-13
40274,Indiana Pacers,2014-03-14,21300973,2014-03-11,2014-03-13
40275,Toronto Raptors,2014-03-14,21300974,2014-03-11,2014-03-13
40276,Los Angeles Lakers,2014-03-14,21300978,2014-03-11,2014-03-13
40277,Orlando Magic,2014-03-14,21300972,2014-03-11,2014-03-13
40278,Atlanta Hawks,2014-03-13,21300969,2014-03-10,2014-03-12
40279,Los Angeles Lakers,2014-03-13,21300970,2014-03-10,2014-03-12
40280,Oklahoma City Thunder,2014-03-13,21300970,2014-03-10,2014-03-12
40281,Chicago Bulls,2014-03-13,21300968,2014-03-10,2014-03-12
40282,Milwaukee Bucks,2014-03-13,21300969,2014-03-10,2014-03-12
40283,Houston Rockets,2014-03-13,21300968,2014-03-10,2014-03-12
40284,New York Knicks,2014-03-12,21300962,2014-03-09,2014-03-11
40285,Philadelphia 76ers,2014-03-12,21300959,2014-03-09,2014-03-11
40286,San Antonio Spurs,2014-03-12,21300965,2014-03-09,2014-03-11
40287,Charlotte Bobcats,2014-03-12,21300961,2014-03-09,2014-03-11
40288,Detroit Pistons,2014-03-12,21300960,2014-03-09,2014-03-11
40289,Miami Heat,2014-03-12,21300957,2014-03-09,2014-03-11
40290,Orlando Magic,2014-03-12,21300958,2014-03-09,2014-03-11
40291,Cleveland Cavaliers,2014-03-12,21300966,2014-03-09,2014-03-11
40292,Phoenix Suns,2014-03-12,21300966,2014-03-09,2014-03-11
40293,Memphis Grizzlies,2014-03-12,21300963,2014-03-09,2014-03-11
40294,Denver Nuggets,2014-03-12,21300958,2014-03-09,2014-03-11
40295,Sacramento Kings,2014-03-12,21300959,2014-03-09,2014-03-11
40296,Boston Celtics,2014-03-12,21300962,2014-03-09,2014-03-11
40297,Utah Jazz,2014-03-12,21300964,2014-03-09,2014-03-11
40298,Toronto Raptors,2014-03-12,21300960,2014-03-09,2014-03-11
40299,Brooklyn Nets,2014-03-12,21300957,2014-03-09,2014-03-11
40300,Los Angeles Clippers,2014-03-12,21300967,2014-03-09,2014-03-11
40301,Portland Trail Blazers,2014-03-12,21300965,2014-03-09,2014-03-11
40302,Dallas Mavericks,2014-03-12,21300964,2014-03-09,2014-03-11
40303,Washington Wizards,2014-03-12,21300961,2014-03-09,2014-03-11
40304,New Orleans Pelicans,2014-03-12,21300963,2014-03-09,2014-03-11
40305,Golden State Warriors,2014-03-12,21300967,2014-03-09,2014-03-11
40306,San Antonio Spurs,2014-03-11,21300952,2014-03-08,2014-03-10
40307,Dallas Mavericks,2014-03-11,21300956,2014-03-08,2014-03-10
40308,Oklahoma City Thunder,2014-03-11,21300955,2014-03-08,2014-03-10
40309,Detroit Pistons,2014-03-11,21300951,2014-03-08,2014-03-10
40310,Boston Celtics,2014-03-11,21300950,2014-03-08,2014-03-10
40311,Milwaukee Bucks,2014-03-11,21300954,2014-03-08,2014-03-10
40312,Portland Trail Blazers,2014-03-11,21300953,2014-03-08,2014-03-10
40313,Sacramento Kings,2014-03-11,21300951,2014-03-08,2014-03-10
40314,Houston Rockets,2014-03-11,21300955,2014-03-08,2014-03-10
40315,Golden State Warriors,2014-03-11,21300956,2014-03-08,2014-03-10
40316,Memphis Grizzlies,2014-03-11,21300953,2014-03-08,2014-03-10
40317,Minnesota Timberwolves,2014-03-11,21300954,2014-03-08,2014-03-10
40318,Chicago Bulls,2014-03-11,21300952,2014-03-08,2014-03-10
40319,Indiana Pacers,2014-03-11,21300950,2014-03-08,2014-03-10
40320,Denver Nuggets,2014-03-10,21300943,2014-03-07,2014-03-09
40321,Phoenix Suns,2014-03-10,21300949,2014-03-07,2014-03-09
40322,New York Knicks,2014-03-10,21300946,2014-03-07,2014-03-09
40323,Orlando Magic,2014-03-10,21300947,2014-03-07,2014-03-09
40324,Milwaukee Bucks,2014-03-10,21300947,2014-03-07,2014-03-09
40325,Miami Heat,2014-03-10,21300945,2014-03-07,2014-03-09
40326,Charlotte Bobcats,2014-03-10,21300943,2014-03-07,2014-03-09
40327,Brooklyn Nets,2014-03-10,21300944,2014-03-07,2014-03-09
40328,Philadelphia 76ers,2014-03-10,21300946,2014-03-07,2014-03-09
40329,Los Angeles Clippers,2014-03-10,21300949,2014-03-07,2014-03-09
40330,Toronto Raptors,2014-03-10,21300944,2014-03-07,2014-03-09
40331,Washington Wizards,2014-03-10,21300945,2014-03-07,2014-03-09
40332,Atlanta Hawks,2014-03-10,21300948,2014-03-07,2014-03-09
40333,Utah Jazz,2014-03-10,21300948,2014-03-07,2014-03-09
40334,Houston Rockets,2014-03-09,21300939,2014-03-06,2014-03-08
40335,Indiana Pacers,2014-03-09,21300941,2014-03-06,2014-03-08
40336,Oklahoma City Thunder,2014-03-09,21300935,2014-03-06,2014-03-08
40337,Miami Heat,2014-03-09,21300934,2014-03-06,2014-03-08
40338,New Orleans Pelicans,2014-03-09,21300936,2014-03-06,2014-03-08
40339,Detroit Pistons,2014-03-09,21300937,2014-03-06,2014-03-08
40340,Los Angeles Lakers,2014-03-09,21300935,2014-03-06,2014-03-08
40341,Dallas Mavericks,2014-03-09,21300941,2014-03-06,2014-03-08
40342,Denver Nuggets,2014-03-09,21300936,2014-03-06,2014-03-08
40343,Brooklyn Nets,2014-03-09,21300938,2014-03-06,2014-03-08
40344,Minnesota Timberwolves,2014-03-09,21300940,2014-03-06,2014-03-08
40345,Toronto Raptors,2014-03-09,21300940,2014-03-06,2014-03-08
40346,Portland Trail Blazers,2014-03-09,21300939,2014-03-06,2014-03-08
40347,Boston Celtics,2014-03-09,21300937,2014-03-06,2014-03-08
40348,Chicago Bulls,2014-03-09,21300934,2014-03-06,2014-03-08
40349,Sacramento Kings,2014-03-09,21300938,2014-03-06,2014-03-08
40350,Phoenix Suns,2014-03-09,21300942,2014-03-06,2014-03-08
40351,Golden State Warriors,2014-03-09,21300942,2014-03-06,2014-03-08
40352,Orlando Magic,2014-03-08,21300932,2014-03-05,2014-03-07
40353,Utah Jazz,2014-03-08,21300929,2014-03-05,2014-03-07
40354,Los Angeles Clippers,2014-03-08,21300933,2014-03-05,2014-03-07
40355,Washington Wizards,2014-03-08,21300931,2014-03-05,2014-03-07
40356,Cleveland Cavaliers,2014-03-08,21300928,2014-03-05,2014-03-07
40357,San Antonio Spurs,2014-03-08,21300932,2014-03-05,2014-03-07
40358,New York Knicks,2014-03-08,21300928,2014-03-05,2014-03-07
40359,Philadelphia 76ers,2014-03-08,21300929,2014-03-05,2014-03-07
40360,Charlotte Bobcats,2014-03-08,21300930,2014-03-05,2014-03-07
40361,Memphis Grizzlies,2014-03-08,21300930,2014-03-05,2014-03-07
40362,Atlanta Hawks,2014-03-08,21300933,2014-03-05,2014-03-07
40363,Milwaukee Bucks,2014-03-08,21300931,2014-03-05,2014-03-07
