,TEAM_NAME,GAME_DATE,GAME_ID,tweet_since,tweet_until
30396,Phoenix Suns,2010-04-14,20901230,2010-04-11,2010-04-13
30397,Miami Heat,2010-04-14,20901222,2010-04-11,2010-04-13
30398,Washington Wizards,2010-04-14,20901227,2010-04-11,2010-04-13
30399,Cleveland Cavaliers,2010-04-14,20901217,2010-04-11,2010-04-13
30400,Atlanta Hawks,2010-04-14,20901217,2010-04-11,2010-04-13
30401,Minnesota Timberwolves,2010-04-14,20901223,2010-04-11,2010-04-13
30402,Los Angeles Lakers,2010-04-14,20901228,2010-04-11,2010-04-13
30403,Chicago Bulls,2010-04-14,20901219,2010-04-11,2010-04-13
30404,Philadelphia 76ers,2010-04-14,20901225,2010-04-11,2010-04-13
30405,Charlotte Bobcats,2010-04-14,20901219,2010-04-11,2010-04-13
30406,Oklahoma City Thunder,2010-04-14,20901224,2010-04-11,2010-04-13
30407,San Antonio Spurs,2010-04-14,20901220,2010-04-11,2010-04-13
30408,New Jersey Nets,2010-04-14,20901222,2010-04-11,2010-04-13
30409,Los Angeles Clippers,2010-04-14,20901228,2010-04-11,2010-04-13
30410,Detroit Pistons,2010-04-14,20901223,2010-04-11,2010-04-13
30411,Orlando Magic,2010-04-14,20901225,2010-04-11,2010-04-13
30412,Portland Trail Blazers,2010-04-14,20901229,2010-04-11,2010-04-13
30413,Milwaukee Bucks,2010-04-14,20901218,2010-04-11,2010-04-13
30414,Dallas Mavericks,2010-04-14,20901220,2010-04-11,2010-04-13
30415,Memphis Grizzlies,2010-04-14,20901224,2010-04-11,2010-04-13
30416,Boston Celtics,2010-04-14,20901218,2010-04-11,2010-04-13
30417,New York Knicks,2010-04-14,20901226,2010-04-11,2010-04-13
30418,Indiana Pacers,2010-04-14,20901227,2010-04-11,2010-04-13
30419,Houston Rockets,2010-04-14,20901221,2010-04-11,2010-04-13
30420,Utah Jazz,2010-04-14,20901230,2010-04-11,2010-04-13
30421,New Orleans Hornets,2010-04-14,20901221,2010-04-11,2010-04-13
30422,Toronto Raptors,2010-04-14,20901226,2010-04-11,2010-04-13
30423,Golden State Warriors,2010-04-14,20901229,2010-04-11,2010-04-13
30424,Sacramento Kings,2010-04-13,20901215,2010-04-10,2010-04-12
30425,Utah Jazz,2010-04-13,20901214,2010-04-10,2010-04-12
30426,Boston Celtics,2010-04-13,20901213,2010-04-10,2010-04-12
30427,Phoenix Suns,2010-04-13,20901216,2010-04-10,2010-04-12
30428,Chicago Bulls,2010-04-13,20901213,2010-04-10,2010-04-12
30429,Denver Nuggets,2010-04-13,20901216,2010-04-10,2010-04-12
30430,Golden State Warriors,2010-04-13,20901214,2010-04-10,2010-04-12
30431,Los Angeles Lakers,2010-04-13,20901215,2010-04-10,2010-04-12
30432,Milwaukee Bucks,2010-04-12,20901207,2010-04-09,2010-04-11
30433,Indiana Pacers,2010-04-12,20901202,2010-04-09,2010-04-11
30434,Los Angeles Clippers,2010-04-12,20901212,2010-04-09,2010-04-11
30435,Miami Heat,2010-04-12,20901203,2010-04-09,2010-04-11
30436,Houston Rockets,2010-04-12,20901211,2010-04-09,2010-04-11
30437,New Jersey Nets,2010-04-12,20901205,2010-04-09,2010-04-11
30438,Detroit Pistons,2010-04-12,20901204,2010-04-09,2010-04-11
30439,Washington Wizards,2010-04-12,20901206,2010-04-09,2010-04-11
30440,Sacramento Kings,2010-04-12,20901211,2010-04-09,2010-04-11
30441,Minnesota Timberwolves,2010-04-12,20901208,2010-04-09,2010-04-11
30442,Toronto Raptors,2010-04-12,20901204,2010-04-09,2010-04-11
30443,Dallas Mavericks,2010-04-12,20901212,2010-04-09,2010-04-11
30444,Charlotte Bobcats,2010-04-12,20901205,2010-04-09,2010-04-11
30445,Memphis Grizzlies,2010-04-12,20901209,2010-04-09,2010-04-11
30446,Oklahoma City Thunder,2010-04-12,20901210,2010-04-09,2010-04-11
30447,Orlando Magic,2010-04-12,20901202,2010-04-09,2010-04-11
30448,San Antonio Spurs,2010-04-12,20901208,2010-04-09,2010-04-11
30449,New York Knicks,2010-04-12,20901206,2010-04-09,2010-04-11
30450,Portland Trail Blazers,2010-04-12,20901210,2010-04-09,2010-04-11
30451,Atlanta Hawks,2010-04-12,20901207,2010-04-09,2010-04-11
30452,Philadelphia 76ers,2010-04-12,20901203,2010-04-09,2010-04-11
30453,Denver Nuggets,2010-04-12,20901209,2010-04-09,2010-04-11
30454,Oklahoma City Thunder,2010-04-11,20901200,2010-04-08,2010-04-10
30455,Cleveland Cavaliers,2010-04-11,20901195,2010-04-08,2010-04-10
30456,Houston Rockets,2010-04-11,20901201,2010-04-08,2010-04-10
30457,Phoenix Suns,2010-04-11,20901201,2010-04-08,2010-04-10
30458,New York Knicks,2010-04-11,20901199,2010-04-08,2010-04-10
30459,Portland Trail Blazers,2010-04-11,20901196,2010-04-08,2010-04-10
30460,Golden State Warriors,2010-04-11,20901200,2010-04-08,2010-04-10
30461,Miami Heat,2010-04-11,20901199,2010-04-08,2010-04-10
30462,Orlando Magic,2010-04-11,20901195,2010-04-08,2010-04-10
30463,Minnesota Timberwolves,2010-04-11,20901198,2010-04-08,2010-04-10
30464,Toronto Raptors,2010-04-11,20901197,2010-04-08,2010-04-10
30465,New Orleans Hornets,2010-04-11,20901198,2010-04-08,2010-04-10
30466,Los Angeles Lakers,2010-04-11,20901196,2010-04-08,2010-04-10
30467,Chicago Bulls,2010-04-11,20901197,2010-04-08,2010-04-10
30468,Sacramento Kings,2010-04-10,20901193,2010-04-07,2010-04-09
30469,New Jersey Nets,2010-04-10,20901188,2010-04-07,2010-04-09
30470,Charlotte Bobcats,2010-04-10,20901187,2010-04-07,2010-04-09
30471,Detroit Pistons,2010-04-10,20901187,2010-04-07,2010-04-09
30472,Dallas Mavericks,2010-04-10,20901193,2010-04-07,2010-04-09
30473,Memphis Grizzlies,2010-04-10,20901190,2010-04-07,2010-04-09
30474,Philadelphia 76ers,2010-04-10,20901190,2010-04-07,2010-04-09
30475,Indiana Pacers,2010-04-10,20901188,2010-04-07,2010-04-09
30476,Atlanta Hawks,2010-04-10,20901189,2010-04-07,2010-04-09
30477,Golden State Warriors,2010-04-10,20901194,2010-04-07,2010-04-09
30478,Washington Wizards,2010-04-10,20901189,2010-04-07,2010-04-09
30479,San Antonio Spurs,2010-04-10,20901192,2010-04-07,2010-04-09
30480,Boston Celtics,2010-04-10,20901191,2010-04-07,2010-04-09
30481,Milwaukee Bucks,2010-04-10,20901191,2010-04-07,2010-04-09
30482,Los Angeles Clippers,2010-04-10,20901194,2010-04-07,2010-04-09
30483,Denver Nuggets,2010-04-10,20901192,2010-04-07,2010-04-09
30484,Minnesota Timberwolves,2010-04-09,20901180,2010-04-06,2010-04-08
30485,Milwaukee Bucks,2010-04-09,20901175,2010-04-06,2010-04-08
30486,San Antonio Spurs,2010-04-09,20901185,2010-04-06,2010-04-08
30487,Philadelphia 76ers,2010-04-09,20901175,2010-04-06,2010-04-08
30488,Toronto Raptors,2010-04-09,20901176,2010-04-06,2010-04-08
30489,Dallas Mavericks,2010-04-09,20901186,2010-04-06,2010-04-08
30490,Phoenix Suns,2010-04-09,20901183,2010-04-06,2010-04-08
30491,New Orleans Hornets,2010-04-09,20901182,2010-04-06,2010-04-08
30492,Indiana Pacers,2010-04-09,20901178,2010-04-06,2010-04-08
30493,Memphis Grizzlies,2010-04-09,20901185,2010-04-06,2010-04-08
30494,Miami Heat,2010-04-09,20901179,2010-04-06,2010-04-08
30495,Cleveland Cavaliers,2010-04-09,20901178,2010-04-06,2010-04-08
30496,Los Angeles Lakers,2010-04-09,20901180,2010-04-06,2010-04-08
30497,Washington Wizards,2010-04-09,20901177,2010-04-06,2010-04-08
30498,Atlanta Hawks,2010-04-09,20901176,2010-04-06,2010-04-08
30499,Orlando Magic,2010-04-09,20901174,2010-04-06,2010-04-08
30500,New Jersey Nets,2010-04-09,20901181,2010-04-06,2010-04-08
30501,Boston Celtics,2010-04-09,20901177,2010-04-06,2010-04-08
30502,Detroit Pistons,2010-04-09,20901179,2010-04-06,2010-04-08
30503,Utah Jazz,2010-04-09,20901182,2010-04-06,2010-04-08
30504,Portland Trail Blazers,2010-04-09,20901186,2010-04-06,2010-04-08
30505,Oklahoma City Thunder,2010-04-09,20901183,2010-04-06,2010-04-08
30506,Houston Rockets,2010-04-09,20901184,2010-04-06,2010-04-08
30507,Chicago Bulls,2010-04-09,20901181,2010-04-06,2010-04-08
30508,Charlotte Bobcats,2010-04-09,20901184,2010-04-06,2010-04-08
30509,New York Knicks,2010-04-09,20901174,2010-04-06,2010-04-08
30510,Cleveland Cavaliers,2010-04-08,20901171,2010-04-05,2010-04-07
30511,Denver Nuggets,2010-04-08,20901173,2010-04-05,2010-04-07
30512,Chicago Bulls,2010-04-08,20901171,2010-04-05,2010-04-07
30513,Los Angeles Lakers,2010-04-08,20901173,2010-04-05,2010-04-07
30514,Sacramento Kings,2010-04-08,20901172,2010-04-05,2010-04-07
30515,Los Angeles Clippers,2010-04-08,20901172,2010-04-05,2010-04-07
30516,Portland Trail Blazers,2010-04-07,20901169,2010-04-04,2010-04-06
30517,Boston Celtics,2010-04-07,20901159,2010-04-04,2010-04-06
30518,Los Angeles Clippers,2010-04-07,20901169,2010-04-04,2010-04-06
30519,New Jersey Nets,2010-04-07,20901162,2010-04-04,2010-04-06
30520,Golden State Warriors,2010-04-07,20901163,2010-04-04,2010-04-06
30521,Orlando Magic,2010-04-07,20901166,2010-04-04,2010-04-06
30522,Atlanta Hawks,2010-04-07,20901160,2010-04-04,2010-04-06
30523,Dallas Mavericks,2010-04-07,20901167,2010-04-04,2010-04-06
30524,Miami Heat,2010-04-07,20901161,2010-04-04,2010-04-06
30525,New Orleans Hornets,2010-04-07,20901164,2010-04-04,2010-04-06
30526,Washington Wizards,2010-04-07,20901166,2010-04-04,2010-04-06
30527,Denver Nuggets,2010-04-07,20901165,2010-04-04,2010-04-06
30528,Charlotte Bobcats,2010-04-07,20901164,2010-04-04,2010-04-06
30529,Utah Jazz,2010-04-07,20901168,2010-04-04,2010-04-06
30530,Phoenix Suns,2010-04-07,20901170,2010-04-04,2010-04-06
30531,Milwaukee Bucks,2010-04-07,20901162,2010-04-04,2010-04-06
30532,Memphis Grizzlies,2010-04-07,20901167,2010-04-04,2010-04-06
30533,Detroit Pistons,2010-04-07,20901160,2010-04-04,2010-04-06
30534,Philadelphia 76ers,2010-04-07,20901161,2010-04-04,2010-04-06
30535,Toronto Raptors,2010-04-07,20901159,2010-04-04,2010-04-06
30536,Houston Rockets,2010-04-07,20901168,2010-04-04,2010-04-06
30537,Oklahoma City Thunder,2010-04-07,20901165,2010-04-04,2010-04-06
30538,New York Knicks,2010-04-07,20901158,2010-04-04,2010-04-06
30539,Indiana Pacers,2010-04-07,20901158,2010-04-04,2010-04-06
30540,San Antonio Spurs,2010-04-07,20901170,2010-04-04,2010-04-06
30541,Minnesota Timberwolves,2010-04-07,20901163,2010-04-04,2010-04-06
30542,San Antonio Spurs,2010-04-06,20901157,2010-04-03,2010-04-05
30543,Chicago Bulls,2010-04-06,20901154,2010-04-03,2010-04-05
30544,Toronto Raptors,2010-04-06,20901150,2010-04-03,2010-04-05
30545,New York Knicks,2010-04-06,20901153,2010-04-03,2010-04-05
30546,Milwaukee Bucks,2010-04-06,20901154,2010-04-03,2010-04-05
30547,Boston Celtics,2010-04-06,20901153,2010-04-03,2010-04-05
30548,Atlanta Hawks,2010-04-06,20901149,2010-04-03,2010-04-05
30549,Oklahoma City Thunder,2010-04-06,20901156,2010-04-03,2010-04-05
30550,Cleveland Cavaliers,2010-04-06,20901150,2010-04-03,2010-04-05
30551,Sacramento Kings,2010-04-06,20901157,2010-04-03,2010-04-05
30552,Utah Jazz,2010-04-06,20901156,2010-04-03,2010-04-05
30553,Memphis Grizzlies,2010-04-06,20901155,2010-04-03,2010-04-05
30554,Philadelphia 76ers,2010-04-06,20901151,2010-04-03,2010-04-05
30555,Washington Wizards,2010-04-06,20901152,2010-04-03,2010-04-05
30556,Houston Rockets,2010-04-06,20901155,2010-04-03,2010-04-05
30557,Detroit Pistons,2010-04-06,20901151,2010-04-03,2010-04-05
30558,Charlotte Bobcats,2010-04-06,20901149,2010-04-03,2010-04-05
30559,Golden State Warriors,2010-04-06,20901152,2010-04-03,2010-04-05
30560,San Antonio Spurs,2010-04-04,20901142,2010-04-01,2010-04-03
30561,Minnesota Timberwolves,2010-04-04,20901147,2010-04-01,2010-04-03
30562,New Jersey Nets,2010-04-04,20901146,2010-04-01,2010-04-03
30563,Indiana Pacers,2010-04-04,20901143,2010-04-01,2010-04-03
30564,Memphis Grizzlies,2010-04-04,20901144,2010-04-01,2010-04-03
30565,New York Knicks,2010-04-04,20901148,2010-04-01,2010-04-03
30566,Los Angeles Clippers,2010-04-04,20901148,2010-04-01,2010-04-03
30567,Golden State Warriors,2010-04-04,20901145,2010-04-01,2010-04-03
30568,Oklahoma City Thunder,2010-04-04,20901147,2010-04-01,2010-04-03
30569,Los Angeles Lakers,2010-04-04,20901142,2010-04-01,2010-04-03
30570,Cleveland Cavaliers,2010-04-04,20901141,2010-04-01,2010-04-03
30571,Orlando Magic,2010-04-04,20901144,2010-04-01,2010-04-03
30572,Boston Celtics,2010-04-04,20901141,2010-04-01,2010-04-03
30573,Houston Rockets,2010-04-04,20901143,2010-04-01,2010-04-03
30574,Washington Wizards,2010-04-04,20901146,2010-04-01,2010-04-03
30575,Toronto Raptors,2010-04-04,20901145,2010-04-01,2010-04-03
30576,Milwaukee Bucks,2010-04-03,20901138,2010-03-31,2010-04-02
30577,Oklahoma City Thunder,2010-04-03,20901137,2010-03-31,2010-04-02
30578,Phoenix Suns,2010-04-03,20901138,2010-03-31,2010-04-02
30579,Los Angeles Clippers,2010-04-03,20901139,2010-03-31,2010-04-02
30580,Dallas Mavericks,2010-04-03,20901137,2010-03-31,2010-04-02
30581,Sacramento Kings,2010-04-03,20901140,2010-03-31,2010-04-02
30582,Atlanta Hawks,2010-04-03,20901133,2010-03-31,2010-04-02
30583,New Orleans Hornets,2010-04-03,20901134,2010-03-31,2010-04-02
30584,Detroit Pistons,2010-04-03,20901133,2010-03-31,2010-04-02
30585,New Jersey Nets,2010-04-03,20901134,2010-03-31,2010-04-02
30586,Miami Heat,2010-04-03,20901136,2010-03-31,2010-04-02
30587,Portland Trail Blazers,2010-04-03,20901140,2010-03-31,2010-04-02
30588,Philadelphia 76ers,2010-04-03,20901132,2010-03-31,2010-04-02
30589,Minnesota Timberwolves,2010-04-03,20901136,2010-03-31,2010-04-02
30590,Toronto Raptors,2010-04-03,20901132,2010-03-31,2010-04-02
30591,Denver Nuggets,2010-04-03,20901139,2010-03-31,2010-04-02
30592,Chicago Bulls,2010-04-03,20901135,2010-03-31,2010-04-02
30593,Charlotte Bobcats,2010-04-03,20901135,2010-03-31,2010-04-02
30594,Utah Jazz,2010-04-02,20901131,2010-03-30,2010-04-01
30595,Golden State Warriors,2010-04-02,20901130,2010-03-30,2010-04-01
30596,Memphis Grizzlies,2010-04-02,20901128,2010-03-30,2010-04-01
30597,Atlanta Hawks,2010-04-02,20901126,2010-03-30,2010-04-01
30598,Milwaukee Bucks,2010-04-02,20901122,2010-03-30,2010-04-01
30599,New Orleans Hornets,2010-04-02,20901128,2010-03-30,2010-04-01
30600,Houston Rockets,2010-04-02,20901125,2010-03-30,2010-04-01
30601,Boston Celtics,2010-04-02,20901125,2010-03-30,2010-04-01
30602,Washington Wizards,2010-04-02,20901124,2010-03-30,2010-04-01
30603,Miami Heat,2010-04-02,20901123,2010-03-30,2010-04-01
30604,Phoenix Suns,2010-04-02,20901127,2010-03-30,2010-04-01
30605,San Antonio Spurs,2010-04-02,20901129,2010-03-30,2010-04-01
30606,Los Angeles Lakers,2010-04-02,20901131,2010-03-30,2010-04-01
30607,Indiana Pacers,2010-04-02,20901123,2010-03-30,2010-04-01
30608,Chicago Bulls,2010-04-02,20901124,2010-03-30,2010-04-01
30609,Orlando Magic,2010-04-02,20901129,2010-03-30,2010-04-01
30610,Cleveland Cavaliers,2010-04-02,20901126,2010-03-30,2010-04-01
30611,New York Knicks,2010-04-02,20901130,2010-03-30,2010-04-01
30612,Detroit Pistons,2010-04-02,20901127,2010-03-30,2010-04-01
30613,Charlotte Bobcats,2010-04-02,20901122,2010-03-30,2010-04-01
30614,Denver Nuggets,2010-04-01,20901121,2010-03-29,2010-03-31
30615,Portland Trail Blazers,2010-04-01,20901121,2010-03-29,2010-03-31
30616,Dallas Mavericks,2010-04-01,20901120,2010-03-29,2010-03-31
30617,Orlando Magic,2010-04-01,20901120,2010-03-29,2010-03-31
30618,Minnesota Timberwolves,2010-03-31,20901115,2010-03-28,2010-03-30
30619,Toronto Raptors,2010-03-31,20901110,2010-03-28,2010-03-30
30620,New Jersey Nets,2010-03-31,20901113,2010-03-28,2010-03-30
30621,Boston Celtics,2010-03-31,20901111,2010-03-28,2010-03-30
30622,New York Knicks,2010-03-31,20901118,2010-03-28,2010-03-30
30623,Oklahoma City Thunder,2010-03-31,20901111,2010-03-28,2010-03-30
30624,Philadelphia 76ers,2010-03-31,20901108,2010-03-28,2010-03-30
30625,San Antonio Spurs,2010-03-31,20901117,2010-03-28,2010-03-30
30626,Dallas Mavericks,2010-03-31,20901114,2010-03-28,2010-03-30
30627,Los Angeles Lakers,2010-03-31,20901107,2010-03-28,2010-03-30
30628,Atlanta Hawks,2010-03-31,20901107,2010-03-28,2010-03-30
30629,New Orleans Hornets,2010-03-31,20901116,2010-03-28,2010-03-30
30630,Washington Wizards,2010-03-31,20901116,2010-03-28,2010-03-30
30631,Cleveland Cavaliers,2010-03-31,20901109,2010-03-28,2010-03-30
30632,Sacramento Kings,2010-03-31,20901115,2010-03-28,2010-03-30
30633,Memphis Grizzlies,2010-03-31,20901114,2010-03-28,2010-03-30
30634,Phoenix Suns,2010-03-31,20901113,2010-03-28,2010-03-30
30635,Charlotte Bobcats,2010-03-31,20901108,2010-03-28,2010-03-30
30636,Miami Heat,2010-03-31,20901112,2010-03-28,2010-03-30
30637,Golden State Warriors,2010-03-31,20901119,2010-03-28,2010-03-30
30638,Portland Trail Blazers,2010-03-31,20901118,2010-03-28,2010-03-30
30639,Detroit Pistons,2010-03-31,20901112,2010-03-28,2010-03-30
30640,Houston Rockets,2010-03-31,20901117,2010-03-28,2010-03-30
30641,Utah Jazz,2010-03-31,20901119,2010-03-28,2010-03-30
30642,Los Angeles Clippers,2010-03-31,20901110,2010-03-28,2010-03-30
30643,Milwaukee Bucks,2010-03-31,20901109,2010-03-28,2010-03-30
30644,Los Angeles Clippers,2010-03-30,20901105,2010-03-27,2010-03-29
30645,Sacramento Kings,2010-03-30,20901102,2010-03-27,2010-03-29
30646,Indiana Pacers,2010-03-30,20901102,2010-03-27,2010-03-29
30647,Phoenix Suns,2010-03-30,20901104,2010-03-27,2010-03-29
30648,Philadelphia 76ers,2010-03-30,20901103,2010-03-27,2010-03-29
30649,Oklahoma City Thunder,2010-03-30,20901103,2010-03-27,2010-03-29
30650,Chicago Bulls,2010-03-30,20901104,2010-03-27,2010-03-29
30651,Milwaukee Bucks,2010-03-30,20901105,2010-03-27,2010-03-29
30652,Houston Rockets,2010-03-30,20901106,2010-03-27,2010-03-29
30653,Washington Wizards,2010-03-30,20901106,2010-03-27,2010-03-29
30654,Dallas Mavericks,2010-03-29,20901100,2010-03-26,2010-03-28
30655,Denver Nuggets,2010-03-29,20901100,2010-03-26,2010-03-28
30656,San Antonio Spurs,2010-03-29,20901098,2010-03-26,2010-03-28
30657,Utah Jazz,2010-03-29,20901101,2010-03-26,2010-03-28
30658,New York Knicks,2010-03-29,20901101,2010-03-26,2010-03-28
30659,Los Angeles Lakers,2010-03-29,20901099,2010-03-26,2010-03-28
30660,Toronto Raptors,2010-03-29,20901097,2010-03-26,2010-03-28
30661,New Orleans Hornets,2010-03-29,20901099,2010-03-26,2010-03-28
30662,Charlotte Bobcats,2010-03-29,20901097,2010-03-26,2010-03-28
30663,New Jersey Nets,2010-03-29,20901098,2010-03-26,2010-03-28
30664,Boston Celtics,2010-03-28,20901095,2010-03-25,2010-03-27
30665,San Antonio Spurs,2010-03-28,20901095,2010-03-25,2010-03-27
30666,Los Angeles Clippers,2010-03-28,20901096,2010-03-25,2010-03-27
30667,Sacramento Kings,2010-03-28,20901087,2010-03-25,2010-03-27
30668,Atlanta Hawks,2010-03-28,20901089,2010-03-25,2010-03-27
30669,Detroit Pistons,2010-03-28,20901090,2010-03-25,2010-03-27
30670,Cleveland Cavaliers,2010-03-28,20901087,2010-03-25,2010-03-27
30671,Golden State Warriors,2010-03-28,20901096,2010-03-25,2010-03-27
30672,Minnesota Timberwolves,2010-03-28,20901093,2010-03-25,2010-03-27
30673,Denver Nuggets,2010-03-28,20901092,2010-03-25,2010-03-27
30674,Portland Trail Blazers,2010-03-28,20901094,2010-03-25,2010-03-27
30675,Toronto Raptors,2010-03-28,20901091,2010-03-25,2010-03-27
30676,Milwaukee Bucks,2010-03-28,20901088,2010-03-25,2010-03-27
30677,Memphis Grizzlies,2010-03-28,20901088,2010-03-25,2010-03-27
30678,Oklahoma City Thunder,2010-03-28,20901094,2010-03-25,2010-03-27
30679,Phoenix Suns,2010-03-28,20901093,2010-03-25,2010-03-27
30680,Miami Heat,2010-03-28,20901091,2010-03-25,2010-03-27
30681,Orlando Magic,2010-03-28,20901092,2010-03-25,2010-03-27
30682,Chicago Bulls,2010-03-28,20901090,2010-03-25,2010-03-27
30683,Indiana Pacers,2010-03-28,20901089,2010-03-25,2010-03-27
30684,Washington Wizards,2010-03-27,20901082,2010-03-24,2010-03-26
30685,Dallas Mavericks,2010-03-27,20901086,2010-03-24,2010-03-26
30686,Portland Trail Blazers,2010-03-27,20901084,2010-03-24,2010-03-26
30687,Utah Jazz,2010-03-27,20901082,2010-03-24,2010-03-26
30688,New Jersey Nets,2010-03-27,20901083,2010-03-24,2010-03-26
30689,Los Angeles Lakers,2010-03-27,20901085,2010-03-24,2010-03-26
30690,Houston Rockets,2010-03-27,20901085,2010-03-24,2010-03-26
30691,Chicago Bulls,2010-03-27,20901083,2010-03-24,2010-03-26
30692,New Orleans Hornets,2010-03-27,20901084,2010-03-24,2010-03-26
30693,Golden State Warriors,2010-03-27,20901086,2010-03-24,2010-03-26
30694,New York Knicks,2010-03-26,20901081,2010-03-23,2010-03-25
30695,Phoenix Suns,2010-03-26,20901081,2010-03-23,2010-03-25
30696,Atlanta Hawks,2010-03-26,20901074,2010-03-23,2010-03-25
30697,Denver Nuggets,2010-03-26,20901075,2010-03-23,2010-03-25
30698,Cleveland Cavaliers,2010-03-26,20901080,2010-03-23,2010-03-25
30699,Boston Celtics,2010-03-26,20901076,2010-03-23,2010-03-25
30700,San Antonio Spurs,2010-03-26,20901080,2010-03-23,2010-03-25
30701,Milwaukee Bucks,2010-03-26,20901079,2010-03-23,2010-03-25
30702,Philadelphia 76ers,2010-03-26,20901074,2010-03-23,2010-03-25
30703,Washington Wizards,2010-03-26,20901071,2010-03-23,2010-03-25
30704,Miami Heat,2010-03-26,20901079,2010-03-23,2010-03-25
30705,Charlotte Bobcats,2010-03-26,20901071,2010-03-23,2010-03-25
30706,Orlando Magic,2010-03-26,20901073,2010-03-23,2010-03-25
30707,Sacramento Kings,2010-03-26,20901076,2010-03-23,2010-03-25
30708,Utah Jazz,2010-03-26,20901072,2010-03-23,2010-03-25
30709,Oklahoma City Thunder,2010-03-26,20901078,2010-03-23,2010-03-25
30710,Indiana Pacers,2010-03-26,20901072,2010-03-23,2010-03-25
30711,Detroit Pistons,2010-03-26,20901077,2010-03-23,2010-03-25
30712,Los Angeles Lakers,2010-03-26,20901078,2010-03-23,2010-03-25
30713,New Jersey Nets,2010-03-26,20901077,2010-03-23,2010-03-25
30714,Toronto Raptors,2010-03-26,20901075,2010-03-23,2010-03-25
30715,Minnesota Timberwolves,2010-03-26,20901073,2010-03-23,2010-03-25
30716,Houston Rockets,2010-03-25,20901069,2010-03-22,2010-03-24
30717,Dallas Mavericks,2010-03-25,20901070,2010-03-22,2010-03-24
30718,Los Angeles Clippers,2010-03-25,20901069,2010-03-22,2010-03-24
30719,Miami Heat,2010-03-25,20901068,2010-03-22,2010-03-24
30720,Chicago Bulls,2010-03-25,20901068,2010-03-22,2010-03-24
30721,Portland Trail Blazers,2010-03-25,20901070,2010-03-22,2010-03-24
30722,Orlando Magic,2010-03-24,20901057,2010-03-21,2010-03-23
30723,San Antonio Spurs,2010-03-24,20901066,2010-03-21,2010-03-23
30724,Utah Jazz,2010-03-24,20901061,2010-03-21,2010-03-23
30725,Los Angeles Lakers,2010-03-24,20901066,2010-03-21,2010-03-23
30726,Charlotte Bobcats,2010-03-24,20901059,2010-03-21,2010-03-23
30727,Toronto Raptors,2010-03-24,20901061,2010-03-21,2010-03-23
30728,Boston Celtics,2010-03-24,20901058,2010-03-21,2010-03-23
30729,Oklahoma City Thunder,2010-03-24,20901065,2010-03-21,2010-03-23
30730,Denver Nuggets,2010-03-24,20901058,2010-03-21,2010-03-23
30731,Atlanta Hawks,2010-03-24,20901057,2010-03-21,2010-03-23
30732,Minnesota Timberwolves,2010-03-24,20901059,2010-03-21,2010-03-23
30733,Washington Wizards,2010-03-24,20901060,2010-03-21,2010-03-23
30734,Milwaukee Bucks,2010-03-24,20901063,2010-03-21,2010-03-23
30735,New Orleans Hornets,2010-03-24,20901064,2010-03-21,2010-03-23
30736,Indiana Pacers,2010-03-24,20901060,2010-03-21,2010-03-23
30737,Philadelphia 76ers,2010-03-24,20901063,2010-03-21,2010-03-23
30738,Golden State Warriors,2010-03-24,20901067,2010-03-21,2010-03-23
30739,Sacramento Kings,2010-03-24,20901062,2010-03-21,2010-03-23
30740,Memphis Grizzlies,2010-03-24,20901067,2010-03-21,2010-03-23
30741,New Jersey Nets,2010-03-24,20901062,2010-03-21,2010-03-23
30742,Houston Rockets,2010-03-24,20901065,2010-03-21,2010-03-23
30743,Cleveland Cavaliers,2010-03-24,20901064,2010-03-21,2010-03-23
30744,Dallas Mavericks,2010-03-23,20901056,2010-03-20,2010-03-22
30745,Denver Nuggets,2010-03-23,20901055,2010-03-20,2010-03-22
30746,Washington Wizards,2010-03-23,20901053,2010-03-20,2010-03-22
30747,Los Angeles Clippers,2010-03-23,20901056,2010-03-20,2010-03-22
30748,New York Knicks,2010-03-23,20901055,2010-03-20,2010-03-22
30749,Charlotte Bobcats,2010-03-23,20901053,2010-03-20,2010-03-22
30750,Indiana Pacers,2010-03-23,20901054,2010-03-20,2010-03-22
30751,Detroit Pistons,2010-03-23,20901054,2010-03-20,2010-03-22
30752,Toronto Raptors,2010-03-22,20901047,2010-03-19,2010-03-21
30753,Sacramento Kings,2010-03-22,20901051,2010-03-19,2010-03-21
30754,Minnesota Timberwolves,2010-03-22,20901047,2010-03-19,2010-03-21
30755,Boston Celtics,2010-03-22,20901050,2010-03-19,2010-03-21
30756,Memphis Grizzlies,2010-03-22,20901051,2010-03-19,2010-03-21
30757,New Jersey Nets,2010-03-22,20901044,2010-03-19,2010-03-21
30758,Oklahoma City Thunder,2010-03-22,20901049,2010-03-19,2010-03-21
30759,Atlanta Hawks,2010-03-22,20901046,2010-03-19,2010-03-21
30760,Golden State Warriors,2010-03-22,20901052,2010-03-19,2010-03-21
30761,Chicago Bulls,2010-03-22,20901045,2010-03-19,2010-03-21
30762,Milwaukee Bucks,2010-03-22,20901046,2010-03-19,2010-03-21
30763,Phoenix Suns,2010-03-22,20901052,2010-03-19,2010-03-21
30764,Dallas Mavericks,2010-03-22,20901048,2010-03-19,2010-03-21
30765,Utah Jazz,2010-03-22,20901050,2010-03-19,2010-03-21
30766,Miami Heat,2010-03-22,20901044,2010-03-19,2010-03-21
